site_id,healthevent_date_original,Sea lice count date,year,month,month_numerical,year class,species,company,site,zone,fish health event,occurance,Time of occurance(in months),Average time (months),yellow mouth,yellowmouth_control,srs,srscontrol,overall,overall_control
332,,2/1/2022,2022,February,2,,,Grieg Seafood BC,Williamson,Sunshine Coast,,,,,0,1,0,1,0,1
332,,3/1/2022,2022,March,3,,,Grieg Seafood BC,Williamson,Sunshine Coast,,,,,0,1,0,1,0,1
332,,4/1/2022,2022,April,4,,,Grieg Seafood BC,Williamson,Sunshine Coast,,,,,0,1,0,1,0,1
332,,5/1/2022,2022,May,5,,,Grieg Seafood BC,Williamson,Sunshine Coast,,,,,0,1,0,1,0,1
332,,6/1/2022,2022,June,6,,,Grieg Seafood BC,Williamson,Sunshine Coast,,,,,0,1,0,1,0,1
332,,7/1/2022,2022,July,7,,,Grieg Seafood BC,Williamson,Sunshine Coast,,,,,0,1,0,1,0,1
332,,9/1/2022,2022,September,9,,,Grieg Seafood BC,Williamson,Sunshine Coast,,,,,0,1,0,1,0,1
332,,10/1/2022,2022,October,10,,,Grieg Seafood BC,Williamson,Sunshine Coast,,,,,0,1,0,1,0,1
332,,11/1/2022,2022,November,11,,,Grieg Seafood BC,Williamson,Sunshine Coast,,,,,0,1,0,1,0,1
380,,1/1/2016,2016,January,1,,,MOWI Canada West,85,Discovery Islands,,,,,0,1,0,1,0,1
380,,2/1/2016,2016,February,2,,,MOWI Canada West,85,Discovery Islands,,,,,0,1,0,1,0,1
380,,3/1/2016,2016,March,3,,,MOWI Canada West,85,Discovery Islands,,,,,0,1,0,1,0,1
380,,4/1/2016,2016,April,4,,,MOWI Canada West,85,Discovery Islands,,,,,0,1,0,1,0,1
380,,5/1/2016,2016,May,5,,,MOWI Canada West,85,Discovery Islands,,,,,0,1,0,1,0,1
380,,6/1/2016,2016,June,6,,,MOWI Canada West,85,Discovery Islands,,,,,0,1,0,1,0,1
380,,8/1/2016,2016,August,8,,,MOWI Canada West,85,Discovery Islands,,,,,0,1,0,1,0,1
380,,9/1/2016,2016,September,9,,,MOWI Canada West,85,Discovery Islands,,,,,0,1,0,1,0,1
380,,10/1/2016,2016,October,10,,,MOWI Canada West,85,Discovery Islands,,,,,0,1,0,1,0,1
380,,11/1/2016,2016,November,11,,,MOWI Canada West,85,Discovery Islands,,,,,0,1,0,1,0,1
380,,12/1/2016,2016,December,12,,,MOWI Canada West,85,Discovery Islands,,,,,0,1,0,1,0,1
380,,1/1/2017,2017,January,1,,,MOWI Canada West,85,Discovery Islands,,,,,0,1,0,1,0,1
380,,2/1/2017,2017,February,2,,,MOWI Canada West,85,Discovery Islands,,,,,0,1,0,1,0,1
380,,3/1/2017,2017,March,3,,,MOWI Canada West,85,Discovery Islands,,,,,0,1,0,1,0,1
380,,4/1/2017,2017,April,4,,,MOWI Canada West,85,Discovery Islands,,,,,0,1,0,1,0,1
380,,5/1/2017,2017,May,5,,,MOWI Canada West,85,Discovery Islands,,,,,0,1,0,1,0,1
380,,6/1/2017,2017,June,6,,,MOWI Canada West,85,Discovery Islands,,,,,0,1,0,1,0,1
380,,7/1/2017,2017,July,7,,,MOWI Canada West,85,Discovery Islands,,,,,0,1,0,1,0,1
380,,8/1/2017,2017,August,8,,,MOWI Canada West,85,Discovery Islands,,,,,0,1,0,1,0,1
380,,5/1/2018,2018,May,5,,,MOWI Canada West,85,Discovery Islands,,,,,0,1,0,1,0,1
380,,6/1/2018,2018,June,6,,,MOWI Canada West,85,Discovery Islands,,,,,0,1,0,1,0,1
380,,7/1/2018,2018,July,7,,,MOWI Canada West,85,Discovery Islands,,,,,0,1,0,1,0,1
380,,8/1/2018,2018,August,8,,,MOWI Canada West,85,Discovery Islands,,,,,0,1,0,1,0,1
380,,9/1/2018,2018,September,9,,,MOWI Canada West,85,Discovery Islands,,,,,0,1,0,1,0,1
380,,10/1/2018,2018,October,10,,,MOWI Canada West,85,Discovery Islands,,,,,0,1,0,1,0,1
380,,11/1/2018,2018,November,11,,,MOWI Canada West,85,Discovery Islands,,,,,0,1,0,1,0,1
380,,12/1/2018,2018,December,12,,,MOWI Canada West,85,Discovery Islands,,,,,0,1,0,1,0,1
380,,1/1/2019,2019,January,1,,,MOWI Canada West,85,Discovery Islands,,,,,0,1,0,1,0,1
380,,2/1/2019,2019,February,2,,,MOWI Canada West,85,Discovery Islands,,,,,0,1,0,1,0,1
380,,3/1/2019,2019,March,3,,,MOWI Canada West,85,Discovery Islands,,,,,0,1,0,1,0,1
380,,4/1/2019,2019,April,4,,,MOWI Canada West,85,Discovery Islands,,,,,0,1,0,1,0,1
380,,5/1/2019,2019,May,5,,,MOWI Canada West,85,Discovery Islands,,,,,0,1,0,1,0,1
380,,6/1/2019,2019,June,6,,,MOWI Canada West,85,Discovery Islands,,,,,0,1,0,1,0,1
380,,7/1/2019,2019,July,7,,,MOWI Canada West,85,Discovery Islands,,,,,0,1,0,1,0,1
380,,8/1/2019,2019,August,8,,,MOWI Canada West,85,Discovery Islands,,,,,0,1,0,1,0,1
380,,11/1/2019,2019,November,11,,,MOWI Canada West,85,Discovery Islands,,,,,0,1,0,1,0,1
380,,12/1/2019,2019,December,12,,,MOWI Canada West,85,Discovery Islands,,,,,0,1,0,1,0,1
380,,1/1/2020,2020,January,1,,,MOWI Canada West,85,Discovery Islands,,,,,0,1,0,1,0,1
380,,2/1/2020,2020,February,2,,,MOWI Canada West,85,Discovery Islands,,,,,0,1,0,1,0,1
380,,3/1/2020,2020,March,3,,,MOWI Canada West,85,Discovery Islands,,,,,0,1,0,1,0,1
380,,4/1/2020,2020,April,4,,,MOWI Canada West,85,Discovery Islands,,,,,0,1,0,1,0,1
380,,5/1/2020,2020,May,5,,,MOWI Canada West,85,Discovery Islands,,,,,0,1,0,1,0,1
380,,6/1/2020,2020,June,6,,,MOWI Canada West,85,Discovery Islands,,,,,0,1,0,1,0,1
380,,7/1/2020,2020,July,7,,,MOWI Canada West,85,Discovery Islands,,,,,0,1,0,1,0,1
380,,8/1/2020,2020,August,8,,,MOWI Canada West,85,Discovery Islands,,,,,0,1,0,1,0,1
380,,9/1/2020,2020,September,9,,,MOWI Canada West,85,Discovery Islands,,,,,0,1,0,1,0,1
380,,10/1/2020,2020,October,10,,,MOWI Canada West,85,Discovery Islands,,,,,0,1,0,1,0,1
412,,1/1/2016,2016,January,1,,,Grieg Seafood BC,84,Sunshine Coast,,,,,0,1,0,1,0,1
412,,2/1/2016,2016,February,2,,,Grieg Seafood BC,84,Sunshine Coast,,,,,0,1,0,1,0,1
412,,3/1/2016,2016,March,3,,,Grieg Seafood BC,84,Sunshine Coast,,,,,0,1,0,1,0,1
412,,4/1/2016,2016,April,4,,,Grieg Seafood BC,84,Sunshine Coast,,,,,0,1,0,1,0,1
412,,6/1/2016,2016,June,6,,,Grieg Seafood BC,84,Sunshine Coast,,,,,0,1,0,1,0,1
458,,4/1/2016,2016,April,4,,,Cermaq Canada,Glacial Creek,Broughton Archipelago,,,,,0,1,0,1,0,1
458,,5/1/2016,2016,May,5,,,Cermaq Canada,Glacial Creek,Broughton Archipelago,,,,,0,1,0,1,0,1
458,,7/1/2016,2016,July,7,,,Cermaq Canada,Glacial Creek,Broughton Archipelago,,,,,0,1,0,1,0,1
458,,8/1/2016,2016,August,8,,,Cermaq Canada,Glacial Creek,Broughton Archipelago,,,,,0,1,0,1,0,1
458,,10/1/2016,2016,October,10,,,Cermaq Canada,Glacial Creek,Broughton Archipelago,,,,,0,1,0,1,0,1
458,,11/1/2016,2016,November,11,,,Cermaq Canada,Glacial Creek,Broughton Archipelago,,,,,0,1,0,1,0,1
458,,12/1/2016,2016,December,12,,,Cermaq Canada,Glacial Creek,Broughton Archipelago,,,,,0,1,0,1,0,1
458,,1/1/2017,2017,January,1,,,Cermaq Canada,Glacial Creek,Broughton Archipelago,,,,,0,1,0,1,0,1
458,,2/1/2017,2017,February,2,,,Cermaq Canada,Glacial Creek,Broughton Archipelago,,,,,0,1,0,1,0,1
458,,3/1/2017,2017,March,3,,,Cermaq Canada,Glacial Creek,Broughton Archipelago,,,,,0,1,0,1,0,1
458,,4/1/2017,2017,April,4,,,Cermaq Canada,Glacial Creek,Broughton Archipelago,,,,,0,1,0,1,0,1
458,,5/1/2017,2017,May,5,,,Cermaq Canada,Glacial Creek,Broughton Archipelago,,,,,0,1,0,1,0,1
458,,6/1/2017,2017,June,6,,,Cermaq Canada,Glacial Creek,Broughton Archipelago,,,,,0,1,0,1,0,1
458,,7/1/2017,2017,July,7,,,Cermaq Canada,Glacial Creek,Broughton Archipelago,,,,,0,1,0,1,0,1
458,,8/1/2017,2017,August,8,,,Cermaq Canada,Glacial Creek,Broughton Archipelago,,,,,0,1,0,1,0,1
458,,10/1/2017,2017,October,10,,,Cermaq Canada,Glacial Creek,Broughton Archipelago,,,,,0,1,0,1,0,1
458,,11/1/2017,2017,November,11,,,Cermaq Canada,Glacial Creek,Broughton Archipelago,,,,,0,1,0,1,0,1
458,,12/1/2017,2017,December,12,,,Cermaq Canada,Glacial Creek,Broughton Archipelago,,,,,0,1,0,1,0,1
458,,1/1/2018,2018,January,1,,,Cermaq Canada,Glacial Creek,Broughton Archipelago,,,,,0,1,0,1,0,1
458,,3/1/2018,2018,March,3,,,Cermaq Canada,Glacial Creek,Broughton Archipelago,,,,,0,1,0,1,0,1
458,,4/1/2018,2018,April,4,,,Cermaq Canada,Glacial Creek,Broughton Archipelago,,,,,0,1,0,1,0,1
458,,5/1/2018,2018,May,5,,,Cermaq Canada,Glacial Creek,Broughton Archipelago,,,,,0,1,0,1,0,1
458,,6/1/2018,2018,June,6,,,Cermaq Canada,Glacial Creek,Broughton Archipelago,,,,,0,1,0,1,0,1
458,,7/1/2018,2018,July,7,,,Cermaq Canada,Glacial Creek,Broughton Archipelago,,,,,0,1,0,1,0,1
458,,8/1/2018,2018,August,8,,,Cermaq Canada,Glacial Creek,Broughton Archipelago,,,,,0,1,0,1,0,1
458,,9/1/2018,2018,September,9,,,Cermaq Canada,Glacial Creek,Broughton Archipelago,,,,,0,1,0,1,0,1
458,,10/1/2018,2018,October,10,,,Cermaq Canada,Glacial Creek,Broughton Archipelago,,,,,0,1,0,1,0,1
458,,11/1/2018,2018,November,11,,,Cermaq Canada,Glacial Creek,Broughton Archipelago,,,,,0,1,0,1,0,1
458,,12/1/2018,2018,December,12,,,Cermaq Canada,Glacial Creek,Broughton Archipelago,,,,,0,1,0,1,0,1
458,,1/1/2019,2019,January,1,,,Cermaq Canada,Glacial Creek,Broughton Archipelago,,,,,0,1,0,1,0,1
458,,2/1/2019,2019,February,2,,,Cermaq Canada,Glacial Creek,Broughton Archipelago,,,,,0,1,0,1,0,1
458,,6/1/2019,2019,June,6,,,Cermaq Canada,Glacial Creek,Broughton Archipelago,,,,,0,1,0,1,0,1
458,,7/1/2019,2019,July,7,,,Cermaq Canada,Glacial Creek,Broughton Archipelago,,,,,0,1,0,1,0,1
458,,8/1/2019,2019,August,8,,,Cermaq Canada,Glacial Creek,Broughton Archipelago,,,,,0,1,0,1,0,1
458,,9/1/2019,2019,September,9,,,Cermaq Canada,Glacial Creek,Broughton Archipelago,,,,,0,1,0,1,0,1
458,,10/1/2019,2019,October,10,,,Cermaq Canada,Glacial Creek,Broughton Archipelago,,,,,0,1,0,1,0,1
458,,11/1/2019,2019,November,11,,,Cermaq Canada,Glacial Creek,Broughton Archipelago,,,,,0,1,0,1,0,1
458,,12/1/2019,2019,December,12,,,Cermaq Canada,Glacial Creek,Broughton Archipelago,,,,,0,1,0,1,0,1
458,,1/1/2020,2020,January,1,,,Cermaq Canada,Glacial Creek,Broughton Archipelago,,,,,0,1,0,1,0,1
458,,2/1/2020,2020,February,2,,,Cermaq Canada,Glacial Creek,Broughton Archipelago,,,,,0,1,0,1,0,1
458,,5/1/2020,2020,May,5,,,Cermaq Canada,Glacial Creek,Broughton Archipelago,,,,,0,1,0,1,0,1
458,,6/1/2020,2020,June,6,,,Cermaq Canada,Glacial Creek,Broughton Archipelago,,,,,0,1,0,1,0,1
458,,7/1/2020,2020,July,7,,,Cermaq Canada,Glacial Creek,Broughton Archipelago,,,,,0,1,0,1,0,1
458,,8/1/2020,2020,August,8,,,Cermaq Canada,Glacial Creek,Broughton Archipelago,,,,,0,1,0,1,0,1
458,,9/1/2020,2020,September,9,,,Cermaq Canada,Glacial Creek,Broughton Archipelago,,,,,0,1,0,1,0,1
458,,10/1/2020,2020,October,10,,,Cermaq Canada,Glacial Creek,Broughton Archipelago,,,,,0,1,0,1,0,1
458,,11/1/2020,2020,November,11,,,Cermaq Canada,Glacial Creek,Broughton Archipelago,,,,,0,1,0,1,0,1
458,,12/1/2020,2020,December,12,,,Cermaq Canada,Glacial Creek,Broughton Archipelago,,,,,0,1,0,1,0,1
458,,1/1/2021,2021,January,1,,,Cermaq Canada,Glacial Creek,Broughton Archipelago,,,,,0,1,0,1,0,1
458,,3/1/2021,2021,March,3,,,Cermaq Canada,Glacial Creek,Broughton Archipelago,,,,,0,1,0,1,0,1
458,,5/1/2021,2021,May,5,,,Cermaq Canada,Glacial Creek,Broughton Archipelago,,,,,0,1,0,1,0,1
458,,6/1/2021,2021,June,6,,,Cermaq Canada,Glacial Creek,Broughton Archipelago,,,,,0,1,0,1,0,1
458,,7/1/2021,2021,July,7,,,Cermaq Canada,Glacial Creek,Broughton Archipelago,,,,,0,1,0,1,0,1
458,,8/1/2021,2021,August,8,,,Cermaq Canada,Glacial Creek,Broughton Archipelago,,,,,0,1,0,1,0,1
458,,9/1/2021,2021,September,9,,,Cermaq Canada,Glacial Creek,Broughton Archipelago,,,,,0,1,0,1,0,1
458,,10/1/2021,2021,October,10,,,Cermaq Canada,Glacial Creek,Broughton Archipelago,,,,,0,1,0,1,0,1
458,,11/1/2021,2021,November,11,,,Cermaq Canada,Glacial Creek,Broughton Archipelago,,,,,0,1,0,1,0,1
458,,12/1/2021,2021,December,12,,,Cermaq Canada,Glacial Creek,Broughton Archipelago,,,,,0,1,0,1,0,1
458,,1/1/2022,2022,January,1,,,Cermaq Canada,Glacial Creek,Broughton Archipelago,,,,,0,1,0,1,0,1
458,,2/1/2022,2022,February,2,,,Cermaq Canada,Glacial Creek,Broughton Archipelago,,,,,0,1,0,1,0,1
458,,5/1/2022,2022,May,5,,,Cermaq Canada,Glacial Creek,Broughton Archipelago,,,,,0,1,0,1,0,1
458,,6/1/2022,2022,June,6,,,Cermaq Canada,Glacial Creek,Broughton Archipelago,,,,,0,1,0,1,0,1
458,,7/1/2022,2022,July,7,,,Cermaq Canada,Glacial Creek,Broughton Archipelago,,,,,0,1,0,1,0,1
458,,8/1/2022,2022,August,8,,,Cermaq Canada,Glacial Creek,Broughton Archipelago,,,,,0,1,0,1,0,1
458,,9/1/2022,2022,September,9,,,Cermaq Canada,Glacial Creek,Broughton Archipelago,,,,,0,1,0,1,0,1
458,,10/1/2022,2022,October,10,,,Cermaq Canada,Glacial Creek,Broughton Archipelago,,,,,0,1,0,1,0,1
458,,11/1/2022,2022,November,11,,,Cermaq Canada,Glacial Creek,Broughton Archipelago,,,,,0,1,0,1,0,1
458,,12/1/2022,2022,December,12,,,Cermaq Canada,Glacial Creek,Broughton Archipelago,,,,,0,1,0,1,0,1
465,,1/1/2016,2016,January,1,,,MOWI Canada West,87,Broughton Archipelago,,,,,0,1,0,1,0,1
465,,3/1/2016,2016,March,3,,,MOWI Canada West,87,Broughton Archipelago,,,,,0,1,0,1,0,1
465,,4/1/2016,2016,April,4,,,MOWI Canada West,87,Broughton Archipelago,,,,,0,1,0,1,0,1
465,,6/1/2016,2016,June,6,,,MOWI Canada West,87,Broughton Archipelago,,,,,0,1,0,1,0,1
465,,7/1/2016,2016,July,7,,,MOWI Canada West,87,Broughton Archipelago,,,,,0,1,0,1,0,1
465,,8/1/2016,2016,August,8,,,MOWI Canada West,87,Broughton Archipelago,,,,,0,1,0,1,0,1
465,,9/1/2016,2016,September,9,,,MOWI Canada West,87,Broughton Archipelago,,,,,0,1,0,1,0,1
465,,10/1/2016,2016,October,10,,,MOWI Canada West,87,Broughton Archipelago,,,,,0,1,0,1,0,1
465,,11/1/2016,2016,November,11,,,MOWI Canada West,87,Broughton Archipelago,,,,,0,1,0,1,0,1
465,,12/1/2016,2016,December,12,,,MOWI Canada West,87,Broughton Archipelago,,,,,0,1,0,1,0,1
465,,1/1/2017,2017,January,1,,,MOWI Canada West,87,Broughton Archipelago,,,,,0,1,0,1,0,1
465,,2/1/2017,2017,February,2,,,MOWI Canada West,87,Broughton Archipelago,,,,,0,1,0,1,0,1
465,,3/1/2017,2017,March,3,,,MOWI Canada West,87,Broughton Archipelago,,,,,0,1,0,1,0,1
465,,4/1/2017,2017,April,4,,,MOWI Canada West,87,Broughton Archipelago,,,,,0,1,0,1,0,1
465,,5/1/2017,2017,May,5,,,MOWI Canada West,87,Broughton Archipelago,,,,,0,1,0,1,0,1
465,,6/1/2017,2017,June,6,,,MOWI Canada West,87,Broughton Archipelago,,,,,0,1,0,1,0,1
465,,7/1/2017,2017,July,7,,,MOWI Canada West,87,Broughton Archipelago,,,,,0,1,0,1,0,1
465,,8/1/2017,2017,August,8,,,MOWI Canada West,87,Broughton Archipelago,,,,,0,1,0,1,0,1
465,,9/1/2017,2017,September,9,,,MOWI Canada West,87,Broughton Archipelago,,,,,0,1,0,1,0,1
465,,10/1/2017,2017,October,10,,,MOWI Canada West,87,Broughton Archipelago,,,,,0,1,0,1,0,1
465,,11/1/2017,2017,November,11,,,MOWI Canada West,87,Broughton Archipelago,,,,,0,1,0,1,0,1
465,,12/1/2017,2017,December,12,,,MOWI Canada West,87,Broughton Archipelago,,,,,0,1,0,1,0,1
465,,3/1/2018,2018,March,3,,,MOWI Canada West,87,Broughton Archipelago,,,,,0,1,0,1,0,1
465,,4/1/2018,2018,April,4,,,MOWI Canada West,87,Broughton Archipelago,,,,,0,1,0,1,0,1
465,,6/1/2018,2018,June,6,,,MOWI Canada West,87,Broughton Archipelago,,,,,0,1,0,1,0,1
465,,7/1/2018,2018,July,7,,,MOWI Canada West,87,Broughton Archipelago,,,,,0,1,0,1,0,1
465,,8/1/2018,2018,August,8,,,MOWI Canada West,87,Broughton Archipelago,,,,,0,1,0,1,0,1
465,,9/1/2018,2018,September,9,,,MOWI Canada West,87,Broughton Archipelago,,,,,0,1,0,1,0,1
465,,10/1/2018,2018,October,10,,,MOWI Canada West,87,Broughton Archipelago,,,,,0,1,0,1,0,1
465,,11/1/2018,2018,November,11,,,MOWI Canada West,87,Broughton Archipelago,,,,,0,1,0,1,0,1
465,,12/1/2018,2018,December,12,,,MOWI Canada West,87,Broughton Archipelago,,,,,0,1,0,1,0,1
465,,1/1/2019,2019,January,1,,,MOWI Canada West,87,Broughton Archipelago,,,,,0,1,0,1,0,1
465,,2/1/2019,2019,February,2,,,MOWI Canada West,87,Broughton Archipelago,,,,,0,1,0,1,0,1
465,,3/1/2019,2019,March,3,,,MOWI Canada West,87,Broughton Archipelago,,,,,0,1,0,1,0,1
465,,4/1/2019,2019,April,4,,,MOWI Canada West,87,Broughton Archipelago,,,,,0,1,0,1,0,1
465,,5/1/2019,2019,May,5,,,MOWI Canada West,87,Broughton Archipelago,,,,,0,1,0,1,0,1
465,,6/1/2019,2019,June,6,,,MOWI Canada West,87,Broughton Archipelago,,,,,0,1,0,1,0,1
465,,7/1/2019,2019,July,7,,,MOWI Canada West,87,Broughton Archipelago,,,,,0,1,0,1,0,1
465,,8/1/2019,2019,August,8,,,MOWI Canada West,87,Broughton Archipelago,,,,,0,1,0,1,0,1
465,,9/1/2019,2019,September,9,,,MOWI Canada West,87,Broughton Archipelago,,,,,0,1,0,1,0,1
465,,10/1/2019,2019,October,10,,,MOWI Canada West,87,Broughton Archipelago,,,,,0,1,0,1,0,1
465,,11/1/2019,2019,November,11,,,MOWI Canada West,87,Broughton Archipelago,,,,,0,1,0,1,0,1
465,,12/1/2019,2019,December,12,,,MOWI Canada West,87,Broughton Archipelago,,,,,0,1,0,1,0,1
465,,1/1/2020,2020,January,1,,,MOWI Canada West,87,Broughton Archipelago,,,,,0,1,0,1,0,1
465,,3/1/2021,2021,March,3,,,MOWI Canada West,87,Broughton Archipelago,,,,,0,1,0,1,0,1
465,,5/1/2021,2021,May,5,,,MOWI Canada West,87,Broughton Archipelago,,,,,0,1,0,1,0,1
465,,6/1/2021,2021,June,6,,,MOWI Canada West,87,Broughton Archipelago,,,,,0,1,0,1,0,1
465,,7/1/2021,2021,July,7,,,MOWI Canada West,87,Broughton Archipelago,,,,,0,1,0,1,0,1
465,,8/1/2021,2021,August,8,,,MOWI Canada West,87,Broughton Archipelago,,,,,0,1,0,1,0,1
465,,9/1/2021,2021,September,9,,,MOWI Canada West,87,Broughton Archipelago,,,,,0,1,0,1,0,1
465,,10/1/2021,2021,October,10,,,MOWI Canada West,87,Broughton Archipelago,,,,,0,1,0,1,0,1
465,,11/1/2021,2021,November,11,,,MOWI Canada West,87,Broughton Archipelago,,,,,0,1,0,1,0,1
465,,12/1/2021,2021,December,12,,,MOWI Canada West,87,Broughton Archipelago,,,,,0,1,0,1,0,1
465,,1/1/2022,2022,January,1,,,MOWI Canada West,87,Broughton Archipelago,,,,,0,1,0,1,0,1
465,,2/1/2022,2022,February,2,,,MOWI Canada West,87,Broughton Archipelago,,,,,0,1,0,1,0,1
465,,3/1/2022,2022,March,3,,,MOWI Canada West,87,Broughton Archipelago,,,,,0,1,0,1,0,1
465,,4/1/2022,2022,April,4,,,MOWI Canada West,87,Broughton Archipelago,,,,,0,1,0,1,0,1
465,,5/1/2022,2022,May,5,,,MOWI Canada West,87,Broughton Archipelago,,,,,0,1,0,1,0,1
465,,6/1/2022,2022,June,6,,,MOWI Canada West,87,Broughton Archipelago,,,,,0,1,0,1,0,1
465,,7/1/2022,2022,July,7,,,MOWI Canada West,87,Broughton Archipelago,,,,,0,1,0,1,0,1
465,,8/1/2022,2022,August,8,,,MOWI Canada West,87,Broughton Archipelago,,,,,0,1,0,1,0,1
465,,9/1/2022,2022,September,9,,,MOWI Canada West,87,Broughton Archipelago,,,,,0,1,0,1,0,1
465,,10/1/2022,2022,October,10,,,MOWI Canada West,87,Broughton Archipelago,,,,,0,1,0,1,0,1
465,,11/1/2022,2022,November,11,,,MOWI Canada West,87,Broughton Archipelago,,,,,0,1,0,1,0,1
465,,12/1/2022,2022,December,12,,,MOWI Canada West,87,Broughton Archipelago,,,,,0,1,0,1,0,1
467,,1/1/2016,2016,January,1,,,MOWI Canada West,Shaw Point,Broughton Archipelago,,,,,0,1,0,1,0,1
467,,2/1/2016,2016,February,2,,,MOWI Canada West,Shaw Point,Broughton Archipelago,,,,,0,1,0,1,0,1
467,,3/1/2016,2016,March,3,,,MOWI Canada West,Shaw Point,Broughton Archipelago,,,,,0,1,0,1,0,1
467,,4/1/2016,2016,April,4,,,MOWI Canada West,Shaw Point,Broughton Archipelago,,,,,0,1,0,1,0,1
467,,5/1/2016,2016,May,5,,,MOWI Canada West,Shaw Point,Broughton Archipelago,,,,,0,1,0,1,0,1
467,,6/1/2016,2016,June,6,,,MOWI Canada West,Shaw Point,Broughton Archipelago,,,,,0,1,0,1,0,1
467,,7/1/2016,2016,July,7,,,MOWI Canada West,Shaw Point,Broughton Archipelago,,,,,0,1,0,1,0,1
467,,8/1/2016,2016,August,8,,,MOWI Canada West,Shaw Point,Broughton Archipelago,,,,,0,1,0,1,0,1
467,,9/1/2016,2016,September,9,,,MOWI Canada West,Shaw Point,Broughton Archipelago,,,,,0,1,0,1,0,1
467,,10/1/2016,2016,October,10,,,MOWI Canada West,Shaw Point,Broughton Archipelago,,,,,0,1,0,1,0,1
467,,11/1/2016,2016,November,11,,,MOWI Canada West,Shaw Point,Broughton Archipelago,,,,,0,1,0,1,0,1
467,,12/1/2016,2016,December,12,,,MOWI Canada West,Shaw Point,Broughton Archipelago,,,,,0,1,0,1,0,1
467,,1/1/2017,2017,January,1,,,MOWI Canada West,Shaw Point,Broughton Archipelago,,,,,0,1,0,1,0,1
467,,2/1/2017,2017,February,2,,,MOWI Canada West,Shaw Point,Broughton Archipelago,,,,,0,1,0,1,0,1
467,,3/1/2017,2017,March,3,,,MOWI Canada West,Shaw Point,Broughton Archipelago,,,,,0,1,0,1,0,1
467,,4/1/2017,2017,April,4,,,MOWI Canada West,Shaw Point,Broughton Archipelago,,,,,0,1,0,1,0,1
467,,5/1/2017,2017,May,5,,,MOWI Canada West,Shaw Point,Broughton Archipelago,,,,,0,1,0,1,0,1
467,,9/1/2017,2017,September,9,,,MOWI Canada West,Shaw Point,Broughton Archipelago,,,,,0,1,0,1,0,1
467,,10/1/2017,2017,October,10,,,MOWI Canada West,Shaw Point,Broughton Archipelago,,,,,0,1,0,1,0,1
467,,11/1/2017,2017,November,11,,,MOWI Canada West,Shaw Point,Broughton Archipelago,,,,,0,1,0,1,0,1
467,,12/1/2017,2017,December,12,,,MOWI Canada West,Shaw Point,Broughton Archipelago,,,,,0,1,0,1,0,1
467,,1/1/2018,2018,January,1,,,MOWI Canada West,Shaw Point,Broughton Archipelago,,,,,0,1,0,1,0,1
467,,2/1/2018,2018,February,2,,,MOWI Canada West,Shaw Point,Broughton Archipelago,,,,,0,1,0,1,0,1
467,,3/1/2018,2018,March,3,,,MOWI Canada West,Shaw Point,Broughton Archipelago,,,,,0,1,0,1,0,1
467,,4/1/2018,2018,April,4,,,MOWI Canada West,Shaw Point,Broughton Archipelago,,,,,0,1,0,1,0,1
467,,5/1/2018,2018,May,5,,,MOWI Canada West,Shaw Point,Broughton Archipelago,,,,,0,1,0,1,0,1
467,,6/1/2018,2018,June,6,,,MOWI Canada West,Shaw Point,Broughton Archipelago,,,,,0,1,0,1,0,1
467,,7/1/2018,2018,July,7,,,MOWI Canada West,Shaw Point,Broughton Archipelago,,,,,0,1,0,1,0,1
467,,9/1/2018,2018,September,9,,,MOWI Canada West,Shaw Point,Broughton Archipelago,,,,,0,1,0,1,0,1
467,,10/1/2018,2018,October,10,,,MOWI Canada West,Shaw Point,Broughton Archipelago,,,,,0,1,0,1,0,1
467,,4/1/2019,2019,April,4,,,MOWI Canada West,Shaw Point,Broughton Archipelago,,,,,0,1,0,1,0,1
467,,6/1/2019,2019,June,6,,,MOWI Canada West,Shaw Point,Broughton Archipelago,,,,,0,1,0,1,0,1
467,,7/1/2019,2019,July,7,,,MOWI Canada West,Shaw Point,Broughton Archipelago,,,,,0,1,0,1,0,1
467,,8/1/2019,2019,August,8,,,MOWI Canada West,Shaw Point,Broughton Archipelago,,,,,0,1,0,1,0,1
467,,9/1/2019,2019,September,9,,,MOWI Canada West,Shaw Point,Broughton Archipelago,,,,,0,1,0,1,0,1
467,,10/1/2019,2019,October,10,,,MOWI Canada West,Shaw Point,Broughton Archipelago,,,,,0,1,0,1,0,1
467,,11/1/2019,2019,November,11,,,MOWI Canada West,Shaw Point,Broughton Archipelago,,,,,0,1,0,1,0,1
467,,12/1/2019,2019,December,12,,,MOWI Canada West,Shaw Point,Broughton Archipelago,,,,,0,1,0,1,0,1
467,,1/1/2020,2020,January,1,,,MOWI Canada West,Shaw Point,Broughton Archipelago,,,,,0,1,0,1,0,1
467,,2/1/2020,2020,February,2,,,MOWI Canada West,Shaw Point,Broughton Archipelago,,,,,0,1,0,1,0,1
467,,3/1/2020,2020,March,3,,,MOWI Canada West,Shaw Point,Broughton Archipelago,,,,,0,1,0,1,0,1
467,,4/1/2020,2020,April,4,,,MOWI Canada West,Shaw Point,Broughton Archipelago,,,,,0,1,0,1,0,1
467,,5/1/2020,2020,May,5,,,MOWI Canada West,Shaw Point,Broughton Archipelago,,,,,0,1,0,1,0,1
