mort_date,year,month,month_numerical,site_id,latitude,longitude,mort_action,mort_contributing,mort_comments,company,site,zone,species,mort_cause,mortality_events,mot_control,algalbloom,ag_control,low_do,ldocontrol,treatment,treatment_control,date,year class
,2017,January,1,540,,,,,,Cermaq Canada,Gore,Clayoquot Sound,,,0,1,0,1,0,1,0,1,1/18/2017,1
,2017,January,1,543,,,,,,Cermaq Canada,Robertson,Clayoquot Sound,,,0,1,0,1,0,1,0,1,1/3/2017,1
,2017,January,1,728,,,,,,Cermaq Canada,Wanx talis,Broughton Archipelago,,,0,1,0,1,0,1,0,1,1/16/2017,1
,2017,January,1,746,,,,,,Creative Salmon Company,Wehlis Bay,Sunshine Coast,,,0,1,0,1,0,1,0,1,1/11/2017,1
,2017,January,1,790,,,,,,Grieg Seafood BC,Conville Bay,Discovery Islands,,,0,1,0,1,0,1,0,1,1/19/2017,2
,2017,January,1,820,,,,,,Grieg Seafood BC,97,Broughton Archipelago,,,0,1,0,1,0,1,0,1,1/26/2017,2
,2017,January,1,831,,,,,,Grieg Seafood BC,Venture Point,Port Hardy,,,0,1,0,1,0,1,0,1,42748,2
,2017,January,1,869,,,,,,Cermaq Canada,Noo-la,Broughton Archipelago,,,0,1,0,1,0,1,0,1,42753,2
,2017,January,1,1059,,,,,,Grieg Seafood BC,Swanson,Broughton Archipelago,,,0,1,0,1,0,1,0,1,n/a,2
,2017,January,1,1079,,,,,,Creative Salmon Company,Williamson,Esperanza Inlet,,,0,1,0,1,0,1,0,1,1/15/2017,2
,2017,January,1,1144,,,,,,Cermaq Canada,Chancellor Channel,Broughton Archipelago,,,0,1,0,1,0,1,0,1,1/10/2017,2
,2017,January,1,1145,,,,,,Grieg Seafood BC,Shelter Bay,Broughton Archipelago,,,0,1,0,1,0,1,0,1,1/13/2017,2
,2017,January,1,1148,,,,,,Cermaq Canada,Brougham Point,Clayoquot Sound,,,0,1,0,1,0,1,0,1,1/1/2017,2
,2017,January,1,1237,,,,,,Grieg Seafood BC,Port Elizabeth,Quatsino Sound,,,0,1,0,1,0,1,0,1,42740,2
,2017,January,1,1288,,,,,,Grieg Seafood BC,Ghi ya,Port Hardy,,,0,1,0,1,0,1,0,1,1/29/2017,2
,2017,January,1,1293,,,,,,Grieg Seafood BC,Glacial Creek,Port Hardy,,,0,1,0,1,0,1,0,1,42747,2
,2017,January,1,1300,,,,,,Grieg Seafood BC,Althorpe,Discovery Islands,,,0,1,0,1,0,1,0,1,1/28/2017,2
,2017,January,1,1350,,,,,,Grieg Seafood BC,Vantage,Port Hardy,,,0,1,0,1,0,1,0,1,1/14/2017,2
,2017,January,1,1472,,,,,,Cermaq Canada,96,Clayoquot Sound,,,0,1,0,1,0,1,0,1,1/1/2017,2
,2017,January,1,1537,,,,,,Cermaq Canada,Barnes Bay,Clayoquot Sound,,,0,1,0,1,0,1,0,1,1/16/2017,2
,2017,January,1,1581,,,,,,Grieg Seafood BC,Lees Bay,Discovery Islands,,,0,1,0,1,0,1,0,1,1/24/2017,2
,2017,January,1,1586,,,,,,Grieg Seafood BC,Frederick Arm,Broughton Archipelago,,,0,1,0,1,0,1,0,1,1/22/2017,Brood
,2017,January,1,1697,,,,,,Creative Salmon Company,Duncan Island,Sunshine Coast,,,0,1,0,1,0,1,0,1,n/a,Brood
,2017,January,1,1700,,,,,,Creative Salmon Company,Raza Island,Nootka Sound,,,0,1,0,1,0,1,0,1,1/15/2017,Brood
,2017,January,1,1738,,,,,,Creative Salmon Company,Bare Bluff,Nootka Sound,,,0,1,0,1,0,1,0,1,1/13/2017,Brood
,2017,January,1,1789,,,,,,Creative Salmon Company,Cypress Harbour,Nootka Sound,,,0,1,0,1,0,1,0,1,1/20/2017,Brood
,2017,January,1,1825,,,,,,Creative Salmon Company,Ross Pass,Broughton Archipelago,,,0,1,0,1,0,1,0,1,1/14/2017,Brood
,2017,January,1,1839,,,,,,Creative Salmon Company,93,Broughton Archipelago,,,0,1,0,1,0,1,0,1,1/18/2017,Brood
,2017,January,1,1849,,,,,,Creative Salmon Company,Rant Point,Nootka Sound,,,0,1,0,1,0,1,0,1,1/10/2017,Brood
,2017,January,1,1863,,,,,,Creative Salmon Company,Glacier Falls,Esperanza Inlet,,,0,1,0,1,0,1,0,1,1/12/2017,Brood
,2017,January,1,1895,,,,,,Grieg Seafood BC,Upper Retreat,Central Coast,,,0,1,0,1,0,1,0,1,1/25/2017,Brood
,2017,January,1,7053,,,,,,Grieg Seafood BC,Hecate,Port Hardy,,,0,1,0,1,0,1,0,1,1/12/2017,Brood
,2017,January,1,7714,,,,,,Grieg Seafood BC,Alexander,Central Coast,,,0,1,0,1,0,1,0,1,1/6/2017,Brood
,2017,July,7,78,,,,,,Grieg Seafood BC,Saranac Island,Discovery Islands,,,0,1,0,1,0,1,0,1,n/a,Brood
,2017,July,7,141,,,,,,Grieg Seafood BC,Sheep Passage,Broughton Archipelago,,,0,1,0,1,0,1,0,1,7/11/2017,Brood
,2017,July,7,144,,,,,,Grieg Seafood BC,Marsh Bay,Quatsino Sound,,,0,1,0,1,0,1,0,1,7/20/2017,Brood
,2017,July,7,227,,,,,,Cermaq Canada,Baxter Islets,Clayoquot Sound,,,0,1,0,1,0,1,0,1,7/3/2017,1
,2017,July,7,234,,,,,,Cermaq Canada,Fortune Channel,Clayoquot Sound,,,0,1,0,1,0,1,0,1,42918,1
,2017,July,7,303,,,,,,Grieg Seafood BC,Humphrey Rock,Sunshine Coast,,,0,1,0,1,0,1,0,1,n/a,1
,2017,July,7,306,,,,,,Cermaq Canada,92,Discovery Islands,,,0,1,0,1,0,1,0,1,42934,1
,2017,July,7,380,,,,,,Grieg Seafood BC,Wicklow Point,Discovery Islands,,,0,1,0,1,0,1,0,1,7/8/2017,1
,2017,July,7,458,,,,,,Cermaq Canada,Esperanza,Broughton Archipelago,,,0,1,0,1,0,1,0,1,7/15/2017,1
,2017,July,7,465,,,,,,Grieg Seafood BC,87,Broughton Archipelago,,,0,1,0,1,0,1,0,1,7/19/2017,1
,2017,July,7,526,,,,,,Cermaq Canada,Shelter Pass,Clayoquot Sound,,,0,1,0,1,0,1,0,1,n/a,1
,2017,July,7,527,,,,,,Cermaq Canada,Steamer,Clayoquot Sound,,,0,1,0,1,0,1,0,1,7/16/2017,1
,2017,July,7,540,,,,,,Cermaq Canada,Gore,Clayoquot Sound,,,0,1,0,1,0,1,0,1,7/16/2017,1
,2017,July,7,543,,,,,,Cermaq Canada,Robertson,Clayoquot Sound,,,0,1,0,1,0,1,0,1,7/16/2017,1
,2017,July,7,728,,,,,,Cermaq Canada,Wanx talis,Broughton Archipelago,,,0,1,0,1,0,1,0,1,7/16/2017,1
,2017,July,7,819,,,,,,Cermaq Canada,Concepcion,Broughton Archipelago,,,0,1,0,1,0,1,0,1,n/a,1
,2017,July,7,820,,,,,,Grieg Seafood BC,97,Broughton Archipelago,,,0,1,0,1,0,1,0,1,7/26/2017,1
,2017,July,7,821,,,,,,Grieg Seafood BC,Kid Bay,Broughton Archipelago,,,0,1,0,1,0,1,0,1,7/30/2017,1
,2017,July,7,831,,,,,,Grieg Seafood BC,Venture Point,Port Hardy,,,0,1,0,1,0,1,0,1,7/18/2017,1
,2017,July,7,869,,,,,,Cermaq Canada,Noo-la,Broughton Archipelago,,,0,1,0,1,0,1,0,1,7/6/2017,1
,2017,July,7,871,,,,,,Creative Salmon Company,Baxter Islet,Discovery Islands,,,0,1,0,1,0,1,0,1,7/22/2017,1
,2017,July,7,892,,,,,,Grieg Seafood BC,Binns Island,Port Hardy,,,0,1,0,1,0,1,0,1,7/25/2017,1
,2017,July,7,1059,,,,,,Grieg Seafood BC,Swanson,Broughton Archipelago,,,0,1,0,1,0,1,0,1,7/22/2017,1
,2017,July,7,1144,,,,,,Cermaq Canada,Chancellor Channel,Broughton Archipelago,,,0,1,0,1,0,1,0,1,7/14/2017,1
,2017,July,7,1145,,,,,,Grieg Seafood BC,Shelter Bay,Broughton Archipelago,,,0,1,0,1,0,1,0,1,7/1/2017,1
,2017,July,7,1237,,,,,,Grieg Seafood BC,Port Elizabeth,Quatsino Sound,,,0,1,0,1,0,1,0,1,7/27/2017,2
,2017,July,7,1288,,,,,,Grieg Seafood BC,Ghi ya,Port Hardy,,,0,1,0,1,0,1,0,1,7/13/2017,2
,2017,July,7,1293,,,,,,Grieg Seafood BC,Glacial Creek,Port Hardy,,,0,1,0,1,0,1,0,1,7/19/2017,2
,2017,July,7,1300,,,,,,Grieg Seafood BC,Althorpe,Discovery Islands,,,0,1,0,1,0,1,0,1,7/25/2017,2
,2017,July,7,1338,,,,,,Grieg Seafood BC,Muchalat North,Quatsino Sound,,,0,1,0,1,0,1,0,1,7/31/2017,2
,2017,July,7,1350,,,,,,Grieg Seafood BC,Vantage,Port Hardy,,,0,1,0,1,0,1,0,1,7/20/2017,2
,2017,July,7,1401,,,,,,Cermaq Canada,Burdwood,Discovery Islands,,,0,1,0,1,0,1,0,1,7/16/2017,2
,2017,July,7,1507,,,,,,Cermaq Canada,Plover Point,Clayoquot Sound,,,0,1,0,1,0,1,0,1,7/1/2017,1
,2017,July,7,1581,,,,,,Grieg Seafood BC,Lees Bay,Discovery Islands,,,0,1,0,1,0,1,0,1,7/7/2017,2
,2017,July,7,1586,,,,,,Grieg Seafood BC,Frederick Arm,Broughton Archipelago,,,0,1,0,1,0,1,0,1,7/21/2017,2
,2017,July,7,1618,,,,,,Grieg Seafood BC,Lutes Creek,Broughton Archipelago,,,0,1,0,1,0,1,0,1,7/7/2017,2
,2017,July,7,1697,,,,,,Creative Salmon Company,Duncan Island,Sunshine Coast,,,0,1,0,1,0,1,0,1,7/22/2017,2
,2017,July,7,1698,,,,,,Creative Salmon Company,Ahlstrom,Sunshine Coast,,,0,1,0,1,0,1,0,1,7/27/2017,2
,2017,July,7,1700,,,,,,Creative Salmon Company,Raza Island,Nootka Sound,,,0,1,0,1,0,1,0,1,7/14/2017,2
,2017,July,7,1738,,,,,,Creative Salmon Company,Bare Bluff,Nootka Sound,,,0,1,0,1,0,1,0,1,7/1/2017,2
,2017,July,7,1789,,,,,,Creative Salmon Company,Cypress Harbour,Nootka Sound,,,0,1,0,1,0,1,0,1,7/18/2017,2
,2017,July,7,1825,,,,,,Creative Salmon Company,Ross Pass,Broughton Archipelago,,,0,1,0,1,0,1,0,1,7/12/2017,2
,2017,July,7,1839,,,,,,Creative Salmon Company,93,Broughton Archipelago,,,0,1,0,1,0,1,0,1,7/16/2017,2
,2017,July,7,1849,,,,,,Creative Salmon Company,Rant Point,Nootka Sound,,,0,1,0,1,0,1,0,1,7/7/2017,2
,2017,July,7,1863,,,,,,Creative Salmon Company,Glacier Falls,Esperanza Inlet,,,0,1,0,1,0,1,0,1,n/a,2
,2017,July,7,7053,,,,,,Grieg Seafood BC,Hecate,Port Hardy,,,0,1,0,1,0,1,0,1,n/a,2
,2017,July,7,7713,,,,,,Grieg Seafood BC,Doyle Island,Central Coast,,,0,1,0,1,0,1,0,1,7/29/2017,2
,2017,July,7,7714,,,,,,Grieg Seafood BC,Alexander,Central Coast,,,0,1,0,1,0,1,0,1,7/8/2017,2
,2017,June,6,78,,,,,,Grieg Seafood BC,Saranac Island,Discovery Islands,,,0,1,0,1,0,1,0,1,n/a,2
,2017,June,6,100,,,,,,Grieg Seafood BC,McIntyre Lake,Discovery Islands,,,0,1,0,1,0,1,0,1,n/a,2
,2017,June,6,141,,,,,,Grieg Seafood BC,Sheep Passage,Broughton Archipelago,,,0,1,0,1,0,1,0,1,6/30/2017,2
,2017,June,6,144,,,,,,Grieg Seafood BC,Marsh Bay,Quatsino Sound,,,0,1,0,1,0,1,0,1,42899,2
,2017,June,6,227,,,,,,Cermaq Canada,Baxter Islets,Clayoquot Sound,,,0,1,0,1,0,1,0,1,n/a,2
,2017,June,6,234,,,,,,Cermaq Canada,Fortune Channel,Clayoquot Sound,,,0,1,0,1,0,1,0,1,42910,2
,2017,June,6,303,,,,,,Grieg Seafood BC,Humphrey Rock,Sunshine Coast,,,0,1,0,1,0,1,0,1,n/a,2
,2017,June,6,304,,,,,,Cermaq Canada,Sir Edmund Bay,Discovery Islands,,,0,1,0,1,0,1,0,1,n/a,2
,2017,June,6,306,,,,,,Cermaq Canada,92,Discovery Islands,,,0,1,0,1,0,1,0,1,n/a,2
,2017,June,6,314,,,,,,Cermaq Canada,Sonora Point,Clayoquot Sound,,,0,1,0,1,0,1,0,1,6/25/2017,2
,2017,June,6,332,,,,,,Creative Salmon Company,St. Vincent Bay,Sunshine Coast,,,0,1,0,1,0,1,0,1,6/18/2017,2
,2017,June,6,380,,,,,,Grieg Seafood BC,Wicklow Point,Discovery Islands,,,0,1,0,1,0,1,0,1,42889,2
,2017,June,6,458,,,,,,Cermaq Canada,Esperanza,Broughton Archipelago,,,0,1,0,1,0,1,0,1,6/11/2017,2
,2017,June,6,465,,,,,,Grieg Seafood BC,87,Broughton Archipelago,,,0,1,0,1,0,1,0,1,6/7/2017,2
,2017,June,6,526,,,,,,Cermaq Canada,Shelter Pass,Clayoquot Sound,,,0,1,0,1,0,1,0,1,n/a,2
,2017,June,6,527,,,,,,Cermaq Canada,Steamer,Clayoquot Sound,,,0,1,0,1,0,1,0,1,6/17/2017,2
,2017,June,6,540,,,,,,Cermaq Canada,Gore,Clayoquot Sound,,,0,1,0,1,0,1,0,1,6/16/2017,2
,2017,June,6,543,,,,,,Cermaq Canada,Robertson,Clayoquot Sound,,,0,1,0,1,0,1,0,1,42908,2
,2017,June,6,728,,,,,,Cermaq Canada,Wanx talis,Broughton Archipelago,,,0,1,0,1,0,1,0,1,42910,2
,2017,June,6,819,,,,,,Cermaq Canada,Concepcion,Broughton Archipelago,,,0,1,0,1,0,1,0,1,6/1/2017,2
,2017,June,6,820,,,,,,Grieg Seafood BC,97,Broughton Archipelago,,,0,1,0,1,0,1,0,1,6/7/2017,2
,2017,June,6,821,,,,,,Grieg Seafood BC,Kid Bay,Broughton Archipelago,,,0,1,0,1,0,1,0,1,6/6/2017,2
,2017,June,6,831,,,,,,Grieg Seafood BC,Venture Point,Port Hardy,,,0,1,0,1,0,1,0,1,6/20/2017,2
,2017,June,6,869,,,,,,Cermaq Canada,Noo-la,Broughton Archipelago,,,0,1,0,1,0,1,0,1,6/22/2017,2
,2017,June,6,871,,,,,,Creative Salmon Company,Baxter Islet,Discovery Islands,,,0,1,0,1,0,1,0,1,n/a,2
,2017,June,6,892,,,,,,Grieg Seafood BC,Binns Island,Port Hardy,,,0,1,0,1,0,1,0,1,6/7/2017,2
,2017,June,6,1059,,,,,,Grieg Seafood BC,Swanson,Broughton Archipelago,,,0,1,0,1,0,1,0,1,6/28/2017,2
,2017,June,6,1079,,,,,,Creative Salmon Company,Williamson,Esperanza Inlet,,,0,1,0,1,0,1,0,1,n/a,2
,2017,June,6,1144,,,,,,Cermaq Canada,Chancellor Channel,Broughton Archipelago,,,0,1,0,1,0,1,0,1,6/8/2017,2
,2017,June,6,1145,,,,,,Grieg Seafood BC,Shelter Bay,Broughton Archipelago,,,0,1,0,1,0,1,0,1,6/24/2017,2
,2017,June,6,1148,,,,,,Cermaq Canada,Brougham Point,Clayoquot Sound,,,0,1,0,1,0,1,0,1,6/5/2017,1
,2017,June,6,1237,,,,,,Grieg Seafood BC,Port Elizabeth,Quatsino Sound,,,0,1,0,1,0,1,0,1,6/2/2017,1
,2017,June,6,1288,,,,,,Grieg Seafood BC,Ghi ya,Port Hardy,,,0,1,0,1,0,1,0,1,6/22/2017,1
,2017,June,6,1293,,,,,,Grieg Seafood BC,Glacial Creek,Port Hardy,,,0,1,0,1,0,1,0,1,6/23/2017,1
,2017,June,6,1300,,,,,,Grieg Seafood BC,Althorpe,Discovery Islands,,,0,1,0,1,0,1,0,1,6/4/2017,1
,2017,June,6,1336,,,,,,Cermaq Canada,Wa-kwa,Broughton Archipelago,,,0,1,0,1,0,1,0,1,n/a,1
,2017,June,6,1338,,,,,,Grieg Seafood BC,Muchalat North,Quatsino Sound,,,0,1,0,1,0,1,0,1,6/19/2017,1
,2017,June,6,1350,,,,,,Grieg Seafood BC,Vantage,Port Hardy,,,0,1,0,1,0,1,0,1,6/3/2017,1
,2017,June,6,1401,,,,,,Cermaq Canada,Burdwood,Discovery Islands,,,0,1,0,1,0,1,0,1,n/a,1
,2017,June,6,1472,,,,,,Cermaq Canada,96,Clayoquot Sound,,,0,1,0,1,0,1,0,1,n/a,1
,2017,June,6,1507,,,,,,Cermaq Canada,Plover Point,Clayoquot Sound,,,0,1,0,1,0,1,0,1,n/a,1
,2017,June,6,1581,,,,,,Grieg Seafood BC,Lees Bay,Discovery Islands,,,0,1,0,1,0,1,0,1,6/29/2017,1
,2017,June,6,1586,,,,,,Grieg Seafood BC,Frederick Arm,Broughton Archipelago,,,0,1,0,1,0,1,0,1,42900,1
,2017,June,6,1618,,,,,,Grieg Seafood BC,Lutes Creek,Broughton Archipelago,,,0,1,0,1,0,1,0,1,6/14/2017,1
,2017,June,6,1697,,,,,,Creative Salmon Company,Duncan Island,Sunshine Coast,,,0,1,0,1,0,1,0,1,6/28/2017,1
,2017,June,6,1698,,,,,,Creative Salmon Company,Ahlstrom,Sunshine Coast,,,0,1,0,1,0,1,0,1,6/13/2017,1
,2017,June,6,1700,,,,,,Creative Salmon Company,Raza Island,Nootka Sound,,,0,1,0,1,0,1,0,1,42894,1
,2017,June,6,1738,,,,,,Creative Salmon Company,Bare Bluff,Nootka Sound,,,0,1,0,1,0,1,0,1,6/8/2017,1
,2017,June,6,1789,,,,,,Creative Salmon Company,Cypress Harbour,Nootka Sound,,,0,1,0,1,0,1,0,1,42911,1
,2017,June,6,1825,,,,,,Creative Salmon Company,Ross Pass,Broughton Archipelago,,,0,1,0,1,0,1,0,1,6/19/2017,1
,2017,June,6,1839,,,,,,Creative Salmon Company,93,Broughton Archipelago,,,0,1,0,1,0,1,0,1,6/25/2017,1
,2017,June,6,1849,,,,,,Creative Salmon Company,Rant Point,Nootka Sound,,,0,1,0,1,0,1,0,1,6/24/2017,1
,2017,June,6,1863,,,,,,Creative Salmon Company,Glacier Falls,Esperanza Inlet,,,0,1,0,1,0,1,0,1,6/30/2017,1
,2017,June,6,1895,,,,,,Grieg Seafood BC,Upper Retreat,Central Coast,,,0,1,0,1,0,1,0,1,6/18/2017,1
,2017,June,6,7713,,,,,,Grieg Seafood BC,Doyle Island,Central Coast,,,0,1,0,1,0,1,0,1,6/24/2017,1
,2017,June,6,7714,,,,,,Grieg Seafood BC,Alexander,Central Coast,,,0,1,0,1,0,1,0,1,6/23/2017,1
,2017,March,3,78,,,,,,Grieg Seafood BC,Saranac Island,Discovery Islands,,,0,1,0,1,0,1,0,1,3/7/2017,1
,2017,March,3,100,,,,,,Grieg Seafood BC,McIntyre Lake,Discovery Islands,,,0,1,0,1,0,1,0,1,3/27/2017,1
,2017,March,3,141,,,,,,Grieg Seafood BC,Sheep Passage,Broughton Archipelago,,,0,1,0,1,0,1,0,1,3/24/2017,1
,2017,March,3,144,,,,,,Grieg Seafood BC,Marsh Bay,Quatsino Sound,,,0,1,0,1,0,1,0,1,3/14/2017,1
,2017,March,3,234,,,,,,Cermaq Canada,Fortune Channel,Clayoquot Sound,,,0,1,0,1,0,1,0,1,3/11/2017,1
,2017,March,3,303,,,,,,Grieg Seafood BC,Humphrey Rock,Sunshine Coast,,,0,1,0,1,0,1,0,1,n/a,1
,2017,March,3,304,,,,,,Cermaq Canada,Sir Edmund Bay,Discovery Islands,,,0,1,0,1,0,1,0,1,42810,1
,2017,March,3,314,,,,,,Cermaq Canada,Sonora Point,Clayoquot Sound,,,0,1,0,1,0,1,0,1,3/25/2017,1
,2017,March,3,332,,,,,,Creative Salmon Company,St. Vincent Bay,Sunshine Coast,,,0,1,0,1,0,1,0,1,42801,1
,2017,March,3,380,,,,,,Grieg Seafood BC,Wicklow Point,Discovery Islands,,,0,1,0,1,0,1,0,1,3/8/2017,1
,2017,March,3,458,,,,,,Cermaq Canada,Esperanza,Broughton Archipelago,,,0,1,0,1,0,1,0,1,3/11/2017,1
,2017,March,3,465,,,,,,Grieg Seafood BC,87,Broughton Archipelago,,,0,1,0,1,0,1,0,1,3/29/2017,1
,2017,March,3,467,,,,,,Grieg Seafood BC,Phillips Arm,Broughton Archipelago,,,0,1,0,1,0,1,0,1,42795,1
,2017,March,3,526,,,,,,Cermaq Canada,Shelter Pass,Clayoquot Sound,,,0,1,0,1,0,1,0,1,n/a,1
,2017,March,3,540,,,,,,Cermaq Canada,Gore,Clayoquot Sound,,,0,1,0,1,0,1,0,1,3/3/2017,1
,2017,March,3,543,,,,,,Cermaq Canada,Robertson,Clayoquot Sound,,,0,1,0,1,0,1,0,1,3/31/2017,1
,2017,March,3,728,,,,,,Cermaq Canada,Wanx talis,Broughton Archipelago,,,0,1,0,1,0,1,0,1,3/18/2017,2
,2017,March,3,746,,,,,,Creative Salmon Company,Wehlis Bay,Sunshine Coast,,,0,1,0,1,0,1,0,1,3/11/2017,2
,2017,March,3,790,,,,,,Grieg Seafood BC,Conville Bay,Discovery Islands,,,0,1,0,1,0,1,0,1,3/1/2017,2
,2017,March,3,819,,,,,,Cermaq Canada,Concepcion,Broughton Archipelago,,,0,1,0,1,0,1,0,1,n/a,1
,2017,March,3,820,,,,,,Grieg Seafood BC,97,Broughton Archipelago,,,0,1,0,1,0,1,0,1,3/22/2017,1
,2017,March,3,821,,,,,,Grieg Seafood BC,Kid Bay,Broughton Archipelago,,,0,1,0,1,0,1,0,1,n/a,1
,2017,March,3,831,,,,,,Grieg Seafood BC,Venture Point,Port Hardy,,,0,1,0,1,0,1,0,1,3/22/2017,1
,2017,March,3,869,,,,,,Cermaq Canada,Noo-la,Broughton Archipelago,,,0,1,0,1,0,1,0,1,3/16/2017,1
,2017,March,3,892,,,,,,Grieg Seafood BC,Binns Island,Port Hardy,,,0,1,0,1,0,1,0,1,n/a,1
,2017,March,3,1059,,,,,,Grieg Seafood BC,Swanson,Broughton Archipelago,,,0,1,0,1,0,1,0,1,3/19/2017,1
,2017,March,3,1079,,,,,,Creative Salmon Company,Williamson,Esperanza Inlet,,,0,1,0,1,0,1,0,1,42804,1
,2017,March,3,1144,,,,,,Cermaq Canada,Chancellor Channel,Broughton Archipelago,,,0,1,0,1,0,1,0,1,3/4/2017,1
,2017,March,3,1145,,,,,,Grieg Seafood BC,Shelter Bay,Broughton Archipelago,,,0,1,0,1,0,1,0,1,3/18/2017,1
,2017,March,3,1237,,,,,,Grieg Seafood BC,Port Elizabeth,Quatsino Sound,,,0,1,0,1,0,1,0,1,3/1/2017,1
,2017,March,3,1288,,,,,,Grieg Seafood BC,Ghi ya,Port Hardy,,,0,1,0,1,0,1,0,1,3/22/2017,1
,2017,March,3,1300,,,,,,Grieg Seafood BC,Althorpe,Discovery Islands,,,0,1,0,1,0,1,0,1,3/27/2017,1
,2017,March,3,1336,,,,,,Cermaq Canada,Wa-kwa,Broughton Archipelago,,,0,1,0,1,0,1,0,1,n/a,1
,2017,March,3,1472,,,,,,Cermaq Canada,96,Clayoquot Sound,,,0,1,0,1,0,1,0,1,3/16/2017,1
,2017,March,3,1507,,,,,,Cermaq Canada,Plover Point,Clayoquot Sound,,,0,1,0,1,0,1,0,1,n/a,1
,2017,March,3,1537,,,,,,Cermaq Canada,Barnes Bay,Clayoquot Sound,,,0,1,0,1,0,1,0,1,3/17/2017,1
,2017,March,3,1581,,,,,,Grieg Seafood BC,Lees Bay,Discovery Islands,,,0,1,0,1,0,1,0,1,3/28/2017,2
,2017,March,3,1586,,,,,,Grieg Seafood BC,Frederick Arm,Broughton Archipelago,,,0,1,0,1,0,1,0,1,3/16/2017,2
,2017,March,3,1697,,,,,,Creative Salmon Company,Duncan Island,Sunshine Coast,,,0,1,0,1,0,1,0,1,3/30/2017,2
,2017,March,3,1698,,,,,,Creative Salmon Company,Ahlstrom,Sunshine Coast,,,0,1,0,1,0,1,0,1,n/a,2
,2017,March,3,1738,,,,,,Creative Salmon Company,Bare Bluff,Nootka Sound,,,0,1,0,1,0,1,0,1,3/3/2017,2
,2017,March,3,1789,,,,,,Creative Salmon Company,Cypress Harbour,Nootka Sound,,,0,1,0,1,0,1,0,1,3/12/2017,2
,2017,March,3,1825,,,,,,Creative Salmon Company,Ross Pass,Broughton Archipelago,,,0,1,0,1,0,1,0,1,3/4/2017,2
,2017,March,3,1839,,,,,,Creative Salmon Company,93,Broughton Archipelago,,,0,1,0,1,0,1,0,1,3/11/2017,2
,2017,March,3,1849,,,,,,Creative Salmon Company,Rant Point,Nootka Sound,,,0,1,0,1,0,1,0,1,3/23/2017,2
,2017,March,3,1863,,,,,,Creative Salmon Company,Glacier Falls,Esperanza Inlet,,,0,1,0,1,0,1,0,1,3/3/2017,2
,2017,March,3,1895,,,,,,Grieg Seafood BC,Upper Retreat,Central Coast,,,0,1,0,1,0,1,0,1,3/21/2017,2
,2017,March,3,7053,,,,,,Grieg Seafood BC,Hecate,Port Hardy,,,0,1,0,1,0,1,0,1,n/a,2
,2017,March,3,7714,,,,,,Grieg Seafood BC,Alexander,Central Coast,,,0,1,0,1,0,1,0,1,3/28/2017,2
,2017,May,5,78,,,,,,Grieg Seafood BC,Saranac Island,Discovery Islands,,,0,1,0,1,0,1,0,1,5/27/2017,2
,2017,May,5,100,,,,,,Grieg Seafood BC,McIntyre Lake,Discovery Islands,,,0,1,0,1,0,1,0,1,n/a,2
,2017,May,5,141,,,,,,Grieg Seafood BC,Sheep Passage,Broughton Archipelago,,,0,1,0,1,0,1,0,1,5/19/2017,2
,2017,May,5,144,,,,,,Grieg Seafood BC,Marsh Bay,Quatsino Sound,,,0,1,0,1,0,1,0,1,5/7/2017,2
,2017,May,5,227,,,,,,Cermaq Canada,Baxter Islets,Clayoquot Sound,,,0,1,0,1,0,1,0,1,5/29/2017,2
,2017,May,5,234,,,,,,Cermaq Canada,Fortune Channel,Clayoquot Sound,,,0,1,0,1,0,1,0,1,5/12/2017,2
,2017,May,5,303,,,,,,Grieg Seafood BC,Humphrey Rock,Sunshine Coast,,,0,1,0,1,0,1,0,1,n/a,2
,2017,May,5,304,,,,,,Cermaq Canada,Sir Edmund Bay,Discovery Islands,,,0,1,0,1,0,1,0,1,n/a,2
,2017,May,5,314,,,,,,Cermaq Canada,Sonora Point,Clayoquot Sound,,,0,1,0,1,0,1,0,1,5/19/2017,2
,2017,May,5,332,,,,,,Creative Salmon Company,St. Vincent Bay,Sunshine Coast,,,0,1,0,1,0,1,0,1,5/5/2017,2
,2017,May,5,380,,,,,,Grieg Seafood BC,Wicklow Point,Discovery Islands,,,0,1,0,1,0,1,0,1,5/20/2017,2
,2017,May,5,458,,,,,,Cermaq Canada,Esperanza,Broughton Archipelago,,,0,1,0,1,0,1,0,1,5/5/2017,2
,2017,May,5,465,,,,,,Grieg Seafood BC,87,Broughton Archipelago,,,0,1,0,1,0,1,0,1,5/16/2017,2
,2017,May,5,467,,,,,,Grieg Seafood BC,Phillips Arm,Broughton Archipelago,,,0,1,0,1,0,1,0,1,n/a,2
,2017,May,5,526,,,,,,Cermaq Canada,Shelter Pass,Clayoquot Sound,,,0,1,0,1,0,1,0,1,5/15/2017,2
,2017,May,5,527,,,,,,Cermaq Canada,Steamer,Clayoquot Sound,,,0,1,0,1,0,1,0,1,5/3/2017,2
,2017,May,5,540,,,,,,Cermaq Canada,Gore,Clayoquot Sound,,,0,1,0,1,0,1,0,1,5/2/2017,2
,2017,May,5,543,,,,,,Cermaq Canada,Robertson,Clayoquot Sound,,,0,1,0,1,0,1,0,1,n/a,2
,2017,May,5,728,,,,,,Cermaq Canada,Wanx talis,Broughton Archipelago,,,0,1,0,1,0,1,0,1,5/13/2017,2
