mort_date,year,month,month_numerical,site_id,latitude,longitude,mort_action,mort_contributing,mort_comments,company,site,zone,species,mort_cause,mortality_events,mot_control,algalbloom,ag_control,low_do,ldocontrol,treatment,treatment_control,date,year class
4/8/2021,2021,April,4,7273,50.612251,-126.33212,Carcass Removal,Algae bloom; Infectious disease; Non-infectious disease,Medicinal bath treatment; Winter Ulcer; Poor gill health,Grieg Seafood BC,Tsa-ya,Broughton Archipelago,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,4/24/2021,2
4/10/2021,2021,April,4,1293,50.8195,-127.55568,Carcass Removal,Non-infectious disease,Medicinal bath treatment; Poor gill health,MOWI Canada West,Duncan Island,Port Hardy,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,4/17/2021,2
4/13/2021,2021,April,4,831,50.88414,-127.5004,Carcass Removal,Infectious disease,Non-medicinal bath treatment; Mouthrot,MOWI Canada West,Shelter Pass,Port Hardy,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,4/7/2021,2
4/18/2021,2021,April,4,1335,50.864101,-126.92374,Carcass Removal,n/a,Mechanical removal treatment,Cermaq Canada,Wehlis Bay,Broughton Archipelago,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,4/25/2021,1
4/21/2021,2021,April,4,1291,49.305569,-125.81583,Carcass Removal,n/a,n/a,Cermaq Canada,McIntyre Lake,Clayoquot Sound,Atlantic Salmon (Salmo salar),Predation,1,0,0,1,0,1,0,1,4/18/2021,1
4/24/2021,2021,April,4,1825,50.60799,-126.36301,Carcass Removal,Infectious disease; Large fish,Winter Ulcer; Medicinal bath treatment,Grieg Seafood BC,Noo-la,Broughton Archipelago,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,4/14/2021,2
4/27/2021,2021,April,4,831,50.88414,-127.5004,Carcass Removal,n/a,Non-medicinal bath treatment,MOWI Canada West,Shelter Pass,Port Hardy,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,4/7/2021,2
5/3/2021,2021,May,5,540,49.235031,-125.75174,Carcass Removal,Large fish; Non-infectious disease,Mechanical removal treatment; Poor gill health,Cermaq Canada,Fortune Channel,Clayoquot Sound,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,5/27/2021,2
5/3/2021,2021,May,5,1288,50.81456,-127.48698,Carcass Removal,n/a,Medicinal bath treatment,MOWI Canada West,Doyle Island,Port Hardy,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,5/3/2021,2
5/6/2021,2021,May,5,1863,49.878139,-126.76145,Carcass Removal,Large fish; Non-infectious disease,Medicinal bath treatment; Poor gill health,Grieg Seafood BC,Esperanza,Esperanza Inlet,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,5/31/2021,2
5/12/2021,2021,May,5,1862,49.867989,-126.7573,Carcass Removal,Large fish,Medicinal bath treatment,Grieg Seafood BC,Hecate,Esperanza Inlet,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,5/22/2021,2
5/18/2021,2021,May,5,1335,50.864101,-126.92374,Carcass Removal,n/a,n/a,Cermaq Canada,Wehlis Bay,Broughton Archipelago,Atlantic Salmon (Salmo salar),Low Dissolved Oxygen,1,0,0,1,1,0,0,1,5/2/2021,2
5/23/2021,2021,May,5,790,50.417229,-125.66284,Carcass Removal,n/a,Non-medicinal bath treatment,MOWI Canada West,Chancellor Channel,Discovery Islands,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,5/11/2021,2
5/27/2021,2021,May,5,1079,49.886799,-126.7911,Carcass Removal,Large fish,Medicinal bath treatment,Grieg Seafood BC,Steamer,Esperanza Inlet,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,5/7/2021,2
5/27/2021,2021,May,5,7273,50.612251,-126.33212,Carcass Removal,Treatment; Non-infectious disease; Infectious disease; Poor performers,Medicinal bath treatment; Poor gill health; Winter Ulcer,Grieg Seafood BC,Tsa-ya,Broughton Archipelago,Atlantic Salmon (Salmo salar),Low Dissolved Oxygen,1,0,0,1,1,0,0,1,5/21/2021,2
5/29/2021,2021,May,5,540,49.235031,-125.75174,Carcass Removal,Harvesting; Non-infectious disease; Large fish,Mechanical removal treatment; Poor gill health,Cermaq Canada,Fortune Channel,Clayoquot Sound,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,5/27/2021,2
6/3/2021,2021,June,6,7273,50.612251,-126.33212,Carcass Removal,Large fish; Infectious disease,Medicinal bath treatment; Winter Ulcer,Grieg Seafood BC,Tsa-ya,Broughton Archipelago,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,6/16/2021,1
6/15/2021,2021,June,6,1336,50.877911,-126.90153,Carcass Removal,n/a,Mechanical removal treatment,Cermaq Canada,Simmonds Point,Broughton Archipelago,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,6/23/2021,2
6/15/2021,2021,June,6,1825,50.60799,-126.36301,Carcass Removal,Large fish,Medicinal bath treatment,Grieg Seafood BC,Noo-la,Broughton Archipelago,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,6/12/2021,1
6/16/2021,2021,June,6,540,49.235031,-125.75174,Carcass Removal,Harvesting,n/a,Cermaq Canada,Fortune Channel,Clayoquot Sound,Atlantic Salmon (Salmo salar),Algae Bloom,1,0,1,0,0,1,0,1,n/a,2
6/21/2021,2021,June,6,1335,50.864101,-126.92374,Carcass Removal,Algae bloom,Mechanical removal treatment,Cermaq Canada,Wehlis Bay,Broughton Archipelago,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,6/13/2021,2
6/23/2021,2021,June,6,746,49.629101,-123.84265,Carcass Removal,Algae bloom; Transport,n/a,Grieg Seafood BC,Site 13,Sunshine Coast,Atlantic Salmon (Salmo salar),Poor performers,1,0,0,1,0,1,0,1,6/24/2021,2
6/27/2021,2021,June,6,7273,50.612251,-126.33212,Carcass Removal,Large fish; Infectious disease,Medicinal bath treatment; Winter Ulcer,Grieg Seafood BC,Tsa-ya,Broughton Archipelago,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,6/16/2021,1
6/30/2021,2021,June,6,1839,50.601059,-126.34741,Carcass Removal,Large fish,Medicinal bath treatment,Grieg Seafood BC,Wa-kwa,Broughton Archipelago,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,6/23/2021,1
7/6/2021,2021,July,7,869,50.852711,-126.75743,Carcass Removal,n/a,Harvesting,Cermaq Canada,Maude Island,Broughton Archipelago,Atlantic Salmon (Salmo salar),Handling,1,0,0,1,0,1,0,1,7/8/2021,2
7/12/2021,2021,July,7,831,50.88414,-127.5004,Carcass Removal,n/a,Strong tides,MOWI Canada West,Shelter Pass,Port Hardy,Atlantic Salmon (Salmo salar),Other - Explain,1,0,0,1,0,1,0,1,7/6/2021,2
7/14/2021,2021,July,7,1507,49.376221,-126.09003,Carcass Removal,Algae bloom; Non-infectious disease,Poor gill health,Cermaq Canada,Millar Channel,Clayoquot Sound,Atlantic Salmon (Salmo salar),Handling,1,0,0,1,0,1,0,1,7/25/2021,1
7/24/2021,2021,July,7,1293,50.8195,-127.55568,Carcass Removal,n/a,n/a,MOWI Canada West,Duncan Island,Port Hardy,Atlantic Salmon (Salmo salar),Low Dissolved Oxygen,1,0,0,1,1,0,0,1,7/16/2021,1
7/26/2021,2021,July,7,314,49.324371,-126.04849,Carcass Removal,n/a,Mechanical removal treatment,Cermaq Canada,Ross Pass,Clayoquot Sound,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,7/20/2021,1
7/29/2021,2021,July,7,7273,50.612251,-126.33212,Continued monitoring,Infectious disease; Non -infectious disease,Medicinal bath treatment; Winter Ulcer; Poor gill health,Grieg Seafood BC,Tsa-ya,Broughton Archipelago,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,7/23/2021,1
8/1/2021,2021,August,8,234,49.404781,-126.15072,Carcass Removal,n/a,n/a,Cermaq Canada,Dixon Bay,Clayoquot Sound,Atlantic Salmon (Salmo salar),Algae Bloom,1,0,1,0,0,1,0,1,8/18/2021,2
8/2/2021,2021,August,8,790,50.417229,-125.66284,Carcass Removal,Large fish,n/a,MOWI Canada West,Chancellor Channel,Discovery Islands,Atlantic Salmon (Salmo salar),Algae Bloom,1,0,1,0,0,1,0,1,n/a,1
8/4/2021,2021,August,8,869,50.852711,-126.75743,Carcass Removal,Algae bloom,n/a,Cermaq Canada,Maude Island,Broughton Archipelago,Atlantic Salmon (Salmo salar),Low Dissolved Oxygen,1,0,0,1,1,0,0,1,8/8/2021,1
8/4/2021,2021,August,8,1586,50.653728,-126.28925,Carcass Removal,Low Dissolved Oxygen; Infectious disease,Furunculosis,MOWI Canada West,Doctor Islets,Broughton Archipelago,Atlantic Salmon (Salmo salar),Algae Bloom,1,0,1,0,0,1,0,1,8/27/2021,1
8/5/2021,2021,August,8,831,50.88414,-127.5004,Carcass Removal,Strong tides,Non-medicinal bath treatment,MOWI Canada West,Shelter Pass,Port Hardy,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,8/12/2021,1
8/6/2021,2021,August,8,1825,50.60799,-126.36301,Environmental Mitigation,Large fish,n/a,Grieg Seafood BC,Noo-la,Broughton Archipelago,Atlantic Salmon (Salmo salar),Low Dissolved Oxygen,1,0,0,1,1,0,0,1,44414,1
8/7/2021,2021,August,8,1300,50.475311,-125.80975,Carcass Removal,Algae bloom,n/a,MOWI Canada West,Althorpe,Discovery Islands,Atlantic Salmon (Salmo salar),Low Dissolved Oxygen,1,0,0,1,1,0,0,1,8/17/2021,1
8/9/2021,2021,August,8,1507,49.376221,-126.09003,Carcass Removal,Handling; Non-infectious disease,Poor gill health,Cermaq Canada,Millar Channel,Clayoquot Sound,Atlantic Salmon (Salmo salar),Algae Bloom,1,0,1,0,0,1,0,1,8/9/2021,1
8/16/2021,2021,August,8,1825,50.60799,-126.36301,Continued monitoring,Large fish,Harvesting,Grieg Seafood BC,Noo-la,Broughton Archipelago,Atlantic Salmon (Salmo salar),Handling,1,0,0,1,0,1,0,1,44414,1
8/17/2021,2021,August,8,1293,50.8195,-127.55568,Carcass Removal,n/a,Proliferative Gill Disease,MOWI Canada West,Duncan Island,Port Hardy,Atlantic Salmon (Salmo salar),Non-Infectious Disease,1,0,0,1,0,1,0,1,8/10/2021,1
8/21/2021,2021,August,8,1288,50.81456,-127.48698,Carcass Removal,n/a,Harvesting,MOWI Canada West,Doyle Island,Port Hardy,Atlantic Salmon (Salmo salar),Handling,1,0,0,1,0,1,0,1,8/2/2021,1
8/24/2021,2021,August,8,1335,50.864101,-126.92374,Carcass Removal,n/a,n/a,Cermaq Canada,Wehlis Bay,Broughton Archipelago,Atlantic Salmon (Salmo salar),Low Dissolved Oxygen,1,0,0,1,1,0,0,1,8/29/2021,1
8/27/2021,2021,August,8,526,49.256699,-125.84153,Carcass Removal,n/a,n/a,Cermaq Canada,Rant Point,Clayoquot Sound,Atlantic Salmon (Salmo salar),Jellyfish,1,0,0,1,0,1,0,1,8/22/2021,1
8/27/2021,2021,August,8,1238,50.469143,-127.83577,Carcass Removal,n/a,n/a,MOWI Canada West,Mahatta West,Quatsino Sound,Atlantic Salmon (Salmo salar),Algae Bloom,1,0,1,0,0,1,0,1,8/10/2021,1
8/27/2021,2021,August,8,1338,50.474564,-127.78781,Carcass Removal,n/a,n/a,MOWI Canada West,Mahatta East,Quatsino Sound,Atlantic Salmon (Salmo salar),Algae Bloom,1,0,1,0,0,1,0,1,8/3/2021,1
8/30/2021,2021,August,8,1237,50.485622,-127.87618,Carcass Removal,n/a,n/a,MOWI Canada West,Monday Rocks,Quatsino Sound,Atlantic Salmon (Salmo salar),Algae Bloom,1,0,1,0,0,1,0,1,8/2/2021,1
9/3/2021,2021,September,9,144,50.458611,-127.88988,Carcass Removal,n/a,n/a,MOWI Canada West,Koskimo,Quatsino Sound,Atlantic Salmon (Salmo salar),Algae Bloom,1,0,1,0,0,1,0,1,9/29/2021,1
9/4/2021,2021,September,9,1586,50.653728,-126.28925,Carcass Removal,Maturation; Algae bloom; Infectious disease,Proliferative Gill Disease; Furunculosis,MOWI Canada West,Doctor Islets,Broughton Archipelago,Atlantic Salmon (Salmo salar),Non-Infectious Disease,1,0,0,1,0,1,0,1,44465,1
9/8/2021,2021,September,9,1336,50.877911,-126.90153,Carcass Removal,n/a,Mechanical removal treatment,Cermaq Canada,Simmonds Point,Broughton Archipelago,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,9/19/2021,1
9/13/2021,2021,September,9,227,49.30798,-126.00721,Carcass Removal,n/a,Mechanical removal treatment,Cermaq Canada,Bawden,Clayoquot Sound,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,9/19/2021,1
9/14/2021,2021,September,9,314,49.324371,-126.04849,Carcass Removal,n/a,n/a,Cermaq Canada,Ross Pass,Clayoquot Sound,Atlantic Salmon (Salmo salar),Algae Bloom,1,0,1,0,0,1,0,1,9/22/2021,1
9/18/2021,2021,September,9,234,49.404781,-126.15072,Carcass Removal,Algae Bloom,Mechanical removal treatment,Cermaq Canada,Dixon Bay,Clayoquot Sound,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,9/5/2021,1
9/19/2021,2021,September,9,746,49.629101,-123.84265,Environmental Mitigation,Non-infectious disease; Low Dissolved Oxygen,Poor gill health,Grieg Seafood BC,Site 13,Sunshine Coast,Atlantic Salmon (Salmo salar),Algae Bloom,1,0,1,0,0,1,0,1,44443,1
9/23/2021,2021,September,9,820,50.786591,-126.69153,Carcass Removal,Harvesting; Non-infectious disease,Proliferative Gill Disease,MOWI Canada West,Wicklow Point,Broughton Archipelago,Atlantic Salmon (Salmo salar),Low Dissolved Oxygen,1,0,0,1,1,0,0,1,9/12/2021,1
9/24/2021,2021,September,9,1825,50.60799,-126.36301,Investigation,Mechanical failure of air diffusers,n/a,Grieg Seafood BC,Noo-la,Broughton Archipelago,Atlantic Salmon (Salmo salar),Low Dissolved Oxygen,1,0,0,1,1,0,0,1,9/27/2021,1
9/25/2021,2021,September,9,1300,50.475311,-125.80975,Carcass Removal,n/a,Non-medicinal bath treatment,MOWI Canada West,Althorpe,Discovery Islands,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,9/19/2021,1
9/26/2021,2021,September,9,7273,50.612251,-126.33212,Carcass Removal,n/a,n/a,Grieg Seafood BC,Tsa-ya,Broughton Archipelago,Atlantic Salmon (Salmo salar),Low Dissolved Oxygen,1,0,0,1,1,0,0,1,44462,1
9/28/2021,2021,September,9,1789,49.659229,-126.47587,Environmental Mitigation,n/a,n/a,Grieg Seafood BC,Concepcion,Nootka Sound,Atlantic Salmon (Salmo salar),Algae Bloom,1,0,1,0,0,1,0,1,9/25/2021,1
9/28/2021,2021,September,9,1825,50.60799,-126.36301,Carcass Removal,Low Dissolved Oxygen; Large fish,Medicinal bath treatment,Grieg Seafood BC,Noo-la,Broughton Archipelago,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,9/27/2021,1
10/11/2021,2021,October,10,7273,50.612251,-126.33212,Environmental Mitigation,Non-infectious disease,Poor gill health,Grieg Seafood BC,Tsa-ya,Broughton Archipelago,Atlantic Salmon (Salmo salar),Low Dissolved Oxygen,1,0,0,1,1,0,0,1,10/7/2021,1
10/20/2021,2021,October,10,314,49.324371,-126.04849,Carcass Removal,n/a,Mechanical removal treatment,Cermaq Canada,Ross Pass,Clayoquot Sound,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,10/31/2021,2
10/24/2021,2021,October,10,467,50.657841,-126.66298,Carcass Removal,n/a,Non-medicinal bath treatment,MOWI Canada West,Midsummer,Broughton Archipelago,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,10/14/2021,1
11/17/2021,2021,November,11,831,50.88414,-127.5004,Carcass Removal,Harvesting,n/a,MOWI Canada West,Shelter Pass,Port Hardy,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,11/1/2021,2
11/20/2021,2021,November,11,527,49.248032,-125.90671,Predator Mitigation,n/a,n/a,Cermaq Canada,Saranac Island,Clayoquot Sound,Atlantic Salmon (Salmo salar),Predation,1,0,0,1,0,1,0,1,11/24/2021,2
11/20/2021,2021,November,11,1738,49.656029,-126.45404,Carcass Removal,n/a,Medicinal bath treatment,Grieg Seafood BC,Atrevida,Nootka Sound,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,11/19/2021,2
11/22/2021,2021,November,11,314,49.324371,-126.04849,Carcass Removal,n/a,Mechanical removal treatment,Cermaq Canada,Ross Pass,Clayoquot Sound,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,11/7/2021,2
11/24/2021,2021,November,11,234,49.404781,-126.15072,Carcass Removal,n/a,Mechanical removal treatment,Cermaq Canada,Dixon Bay,Clayoquot Sound,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,11/19/2021,2
12/2/2021,2021,December,12,144,50.458611,-127.88988,Carcass Removal,n/a,Non-medicinal bath treatment,MOWI Canada West,Koskimo,Quatsino Sound,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,12/28/2021,1
12/2/2021,2021,December,12,526,49.256699,-125.84153,Carcass Removal,n/a,n/a,Cermaq Canada,Rant Point,Clayoquot Sound,Atlantic Salmon (Salmo salar),Predation,1,0,0,1,0,1,0,1,12/18/2021,1
12/3/2021,2021,December,12,1789,49.659229,-126.47587,Carcass Removal,n/a,Medicinal bath treatment,Grieg Seafood BC,Concepcion,Nootka Sound,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,12/18/2021,1
12/3/2021,2021,December,12,1849,49.64394,-126.33953,Environmental Mitigation,Non-infectious disease; Poor performers; Predation,Poor gill health,Grieg Seafood BC,Muchalat North,Nootka Sound,Atlantic Salmon (Salmo salar),Low Dissolved Oxygen,1,0,0,1,1,0,0,1,12/16/2021,2
12/11/2021,2021,December,12,227,49.30798,-126.00721,Carcass Removal,n/a,Mechanical removal treatment,Cermaq Canada,Bawden,Clayoquot Sound,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,12/22/2021,1
12/28/2021,2021,December,12,540,49.235031,-125.75174,Carcass Removal,Water quality; Non-infectious disease,Poor gill health; Medicinal bath treatment,Cermaq Canada,Fortune Channel,Clayoquot Sound,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,12/5/2021,1
1/5/2022,2022,January,1,527,49.248032,-125.90671,Carcass Removal,Predation,Mechanical removal treatment,Cermaq Canada,Saranac Island,Clayoquot Sound,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,1/25/2022,2
1/7/2022,2022,January,1,314,49.324371,-126.04849,Carcass Removal,n/a,Mechanical removal treatment,Cermaq Canada,Ross Pass,Clayoquot Sound,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,1/5/2022,1
1/15/2022,2022,January,1,1849,49.64394,-126.33953,Environmental Mitigation,n/a,Storm event,Grieg Seafood BC,Muchalat North,Nootka Sound,Atlantic Salmon (Salmo salar),Water Quality,1,0,0,1,0,1,0,1,1/24/2022,1
1/18/2022,2022,January,1,1351,50.90567,-127.34239,Carcass Removal,n/a,Mechanical removal treatment,MOWI Canada West,Marsh Bay,Port Hardy,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,1/7/2022,2
1/26/2022,2022,January,1,527,49.248032,-125.90671,Carcass Removal,Predation,Mechanical removal treatment,Cermaq Canada,Saranac Island,Clayoquot Sound,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,1/25/2022,2
1/26/2022,2022,January,1,1849,49.64394,-126.33953,Carcass Removal,n/a,Mechanical removal treatment,Grieg Seafood BC,Muchalat North,Nootka Sound,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,1/24/2022,1
1/29/2022,2022,January,1,227,49.30798,-126.00721,Carcass Removal,n/a,Mechanical removal treatment,Cermaq Canada,Bawden,Clayoquot Sound,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,1/26/2022,1
2/2/2022,2022,February,2,314,49.324371,-126.04849,Carcass Removal,n/a,Mechanical removal treatment,Cermaq Canada,Ross Pass,Clayoquot Sound,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,2/19/2022,1
2/9/2022,2022,February,2,1507,49.376221,-126.09003,Carcass Removal,n/a,Mechanical removal treatment,Cermaq Canada,Millar Channel,Clayoquot Sound,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,2/6/2022,1
2/13/2022,2022,February,2,234,49.404781,-126.15072,Carcass Removal,n/a,Mechanical removal treatment,Cermaq Canada,Dixon Bay,Clayoquot Sound,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,2/27/2022,1
2/19/2022,2022,February,2,227,49.30798,-126.00721,Carcass Removal,Treatment,Mechanical removal treatment,Cermaq Canada,Bawden,Clayoquot Sound,Atlantic Salmon (Salmo salar),Algae Bloom,1,0,1,0,0,1,0,1,n/a,1
2/19/2022,2022,February,2,314,49.324371,-126.04849,Carcass Removal,Treatment,Mechanical removal treatment,Cermaq Canada,Ross Pass,Clayoquot Sound,Atlantic Salmon (Salmo salar),Algae Bloom,1,0,1,0,0,1,0,1,2/19/2022,1
2/20/2022,2022,February,2,1849,49.64394,-126.33953,Carcass Removal,Large Fish; Low Dissolved Oxygen,Harvesting ,Grieg Seafood BC,Muchalat North,Nootka Sound,Atlantic Salmon (Salmo salar),Handling,1,0,0,1,0,1,0,1,2/20/2022,1
2/24/2022,2022,February,2,540,49.235031,-125.75174,Carcass Removal,Non-infectious disease,Mechanical removal treatment; Toxin exposure,Cermaq Canada,Fortune Channel,Clayoquot Sound,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,2/20/2022,1
2/24/2022,2022,February,2,1705,49.656231,-126.42849,Carcass Removal,n/a,Mechanical removal treatment,Grieg Seafood BC,Williamson,Nootka Sound,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,2/11/2022,1
2/24/2022,2022,February,2,1849,49.64394,-126.33953,Environmental Mitigation,Algae bloom,n/a,Grieg Seafood BC,Muchalat North,Nootka Sound,Atlantic Salmon (Salmo salar),Low Dissolved Oxygen,1,0,0,1,1,0,0,1,2/20/2022,1
2/28/2022,2022,February,2,1618,50.696819,-126.25532,Carcass Removal,n/a,Non-medicinal bath treatment,MOWI Canada West,Humphrey Rock,Broughton Archipelago,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,44602,1
3/1/2022,2022,March,3,6668,49.214329,-125.76693,Carcass Removal,n/a,Medicinal bath treatment,Cermaq Canada,Plover Point,Clayoquot Sound,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,3/16/2022,2
3/2/2022,2022,March,3,458,50.837719,-126.66313,Carcass Removal,n/a,n/a,Cermaq Canada,Cypress Harbour,Broughton Archipelago,Atlantic Salmon (Salmo salar),Handling,1,0,0,1,0,1,0,1,3/31/2022,1
3/3/2022,2022,March,3,543,49.259251,-125.86762,Carcass Removal,n/a,Mechanical removal treatment,Cermaq Canada,Mussel Rock,Clayoquot Sound,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,3/28/2022,1
3/5/2022,2022,March,3,1288,50.81456,-127.48698,Carcass Removal,n/a,n/a,MOWI Canada West,Doyle Island,Port Hardy,Atlantic Salmon (Salmo salar),Transport,1,0,0,1,0,1,0,1,3/26/2022,2
3/6/2022,2022,March,3,1507,49.376221,-126.09003,Carcass Removal,n/a,Mechanical removal treatment,Cermaq Canada,Millar Channel,Clayoquot Sound,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,3/5/2022,1
3/8/2022,2022,March,3,1849,49.64394,-126.33953,Carcass Removal,Harvesting; Low Dissolved Oxygen,Poor gill health,Grieg Seafood BC,Muchalat North,Nootka Sound,Atlantic Salmon (Salmo salar),Non-Infectious Disease,1,0,0,1,0,1,0,1,3/24/2022,1
3/21/2022,2022,March,3,234,49.404781,-126.15072,Carcass Removal,n/a,Mechanical removal treatment,Cermaq Canada,Dixon Bay,Clayoquot Sound,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,3/6/2022,1
3/22/2022,2022,March,3,520,49.26548,-125.81247,Carcass Removal,n/a,Mechanical removal treatment,Cermaq Canada,Bedwell,Clayoquot Sound,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,3/30/2022,1
3/22/2022,2022,March,3,1059,50.673458,-126.18595,Carcass Removal,n/a,Mechanical removal treatment,MOWI Canada West,Sargeaunt Pass,Broughton Archipelago,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,3/30/2022,2
